age,job,marital,education,default,balance,housing,loan,pdays,previous,poutcome,result
41,technician,married,secondary,no,-1,no,yes,-1,0,unknown,fail
45,admin.,married,unknown,no,323,no,no,7,6,other,fail
53,admin.,married,secondary,no,-375,yes,no,-1,0,unknown,fail
34,entrepreneur,married,secondary,no,3119,yes,no,183,4,failure,fail
44,management,married,secondary,no,11972,no,no,-1,0,unknown,fail
60,admin.,married,secondary,no,2552,no,yes,2,4,other,fail
29,management,single,tertiary,no,13,yes,no,-1,0,unknown,fail
45,admin.,married,secondary,no,857,yes,no,92,20,other,fail
41,blue-collar,married,secondary,no,780,yes,no,-1,0,unknown,fail
34,technician,married,secondary,no,139,yes,yes,-1,0,unknown,fail
52,management,divorced,tertiary,no,0,no,no,-1,0,unknown,fail
34,management,married,tertiary,no,0,yes,no,-1,0,unknown,success
37,management,married,tertiary,no,0,yes,no,-1,0,unknown,fail
33,admin.,married,secondary,no,220,yes,no,-1,0,unknown,fail
30,management,single,tertiary,no,1571,no,no,-1,0,unknown,fail
47,blue-collar,married,secondary,no,2428,yes,no,177,16,other,fail
25,management,single,tertiary,no,6246,no,no,-1,0,unknown,fail
46,management,married,secondary,no,0,no,no,-1,0,unknown,fail
24,technician,married,secondary,no,330,yes,yes,-1,0,unknown,fail
70,retired,married,tertiary,no,44,no,no,88,2,other,success
54,blue-collar,divorced,primary,no,190,yes,no,-1,0,unknown,fail
35,management,single,tertiary,no,1618,yes,yes,-1,0,unknown,success
48,services,divorced,primary,no,2805,no,yes,-1,0,unknown,fail
38,blue-collar,married,primary,no,4592,yes,no,-1,0,unknown,fail
56,retired,married,tertiary,no,87,no,no,-1,0,unknown,fail
51,blue-collar,married,primary,no,872,no,no,-1,0,unknown,fail
58,entrepreneur,married,secondary,no,496,no,no,-1,0,unknown,success
45,management,divorced,secondary,no,0,no,no,-1,0,unknown,fail
52,blue-collar,single,secondary,no,359,yes,no,-1,0,unknown,fail
30,admin.,single,secondary,no,72,no,no,-1,0,unknown,fail
39,blue-collar,single,secondary,no,82,yes,no,-1,0,unknown,fail
46,services,married,secondary,no,1474,yes,no,-1,0,unknown,fail
45,technician,married,tertiary,no,265,no,no,-1,0,unknown,fail
47,blue-collar,married,primary,no,0,no,no,-1,0,unknown,fail
32,admin.,married,secondary,no,51,yes,yes,-1,0,unknown,success
35,self-employed,married,secondary,no,28,no,yes,-1,0,unknown,fail
48,blue-collar,married,secondary,no,863,yes,no,350,2,success,success
39,admin.,married,secondary,no,70,yes,no,-1,0,unknown,fail
46,blue-collar,married,primary,no,0,yes,yes,-1,0,unknown,fail
41,technician,married,tertiary,no,532,yes,no,285,1,failure,fail
31,technician,single,secondary,no,826,yes,no,-1,0,unknown,fail
43,management,married,tertiary,no,0,yes,no,-1,0,unknown,fail
42,blue-collar,married,primary,no,-119,yes,no,-1,0,unknown,fail
45,blue-collar,married,secondary,no,105,yes,yes,-1,0,unknown,fail
35,management,married,tertiary,no,2088,yes,no,-1,0,unknown,fail
38,technician,single,secondary,no,2079,yes,yes,-1,0,unknown,fail
59,blue-collar,married,primary,no,5788,no,no,350,2,failure,fail
54,blue-collar,married,secondary,no,175,yes,no,271,4,failure,fail
50,services,married,secondary,no,1683,no,no,-1,0,,fail
42,blue-collar,married,primary,no,260,,no,-1,0,unknown,fail
37,admin.,divorced,tertiary,no,195,yes,no,-1,0,unknown,fail
36,technician,single,secondary,no,98,no,no,-1,0,unknown,success
51,unknown,married,unknown,no,167,no,no,-1,0,,fail
24,student,single,primary,no,0,,no,-1,0,unknown,fail
,blue-collar,married,secondary,no,837,yes,no,-1,0,unknown,fail
52,technician,married,secondary,no,371,yes,yes,182,1,success,success
48,blue-collar,married,secondary,no,1039,yes,no,-1,0,unknown,fail
32,blue-collar,married,secondary,no,328,yes,no,-1,0,unknown,fail
46,self-employed,married,primary,no,49,no,no,-1,0,unknown,fail
32,unemployed,married,secondary,no,0,no,no,-1,0,unknown,fail
36,technician,married,tertiary,no,62,no,no,-1,0,unknown,fail
28,unemployed,single,secondary,no,304,no,no,-1,0,unknown,fail
45,management,married,tertiary,no,0,yes,no,342,1,failure,fail
50,entrepreneur,married,secondary,no,665,no,no,-1,0,unknown,fail
51,management,married,tertiary,no,-321,no,no,9,2,other,fail
37,technician,married,secondary,no,0,yes,yes,-1,0,unknown,fail
44,technician,married,tertiary,no,4580,yes,no,189,2,success,fail
53,services,married,secondary,no,341,no,no,-1,0,unknown,success
38,blue-collar,married,secondary,no,757,yes,no,-1,0,unknown,fail
25,services,married,secondary,no,4063,yes,no,-1,0,unknown,fail
34,self-employed,married,tertiary,no,5498,no,no,-1,0,unknown,fail
46,blue-collar,married,primary,no,-169,no,yes,-1,0,unknown,fail
51,admin.,divorced,secondary,no,14215,no,no,-1,0,unknown,fail
33,management,single,secondary,no,-665,yes,yes,-1,0,unknown,fail
30,management,divorced,tertiary,no,317,no,no,-1,0,unknown,fail
80,retired,married,secondary,no,2,no,no,-1,0,unknown,fail
55,housemaid,married,primary,no,1642,no,no,-1,0,unknown,fail
51,blue-collar,married,primary,no,1869,no,no,-1,0,unknown,fail
38,admin.,married,tertiary,no,69,no,no,-1,0,unknown,fail
57,admin.,married,primary,no,1694,yes,no,-1,0,unknown,fail
43,technician,married,secondary,no,3049,no,no,-1,0,unknown,fail
35,blue-collar,divorced,secondary,no,164,yes,no,364,13,failure,fail
34,management,married,tertiary,no,5399,no,no,-1,0,unknown,fail
58,retired,divorced,unknown,no,5920,yes,no,-1,0,unknown,fail
47,unemployed,single,primary,no,289,no,no,-1,0,unknown,fail
44,technician,married,secondary,no,682,no,no,-1,0,unknown,fail
41,entrepreneur,married,secondary,no,557,no,yes,-1,0,unknown,fail
40,technician,single,tertiary,no,-89,yes,no,-1,0,unknown,fail
30,student,single,secondary,no,25,no,no,-1,0,unknown,fail
50,blue-collar,married,secondary,no,-253,no,no,-1,0,unknown,fail
40,blue-collar,single,primary,no,45,yes,yes,-1,0,unknown,fail
37,services,single,secondary,no,2,yes,no,-1,0,unknown,fail
29,blue-collar,married,secondary,no,64,yes,yes,-1,0,unknown,fail
39,entrepreneur,divorced,tertiary,no,208,yes,no,-1,0,unknown,fail
31,management,married,unknown,no,68,yes,no,189,27,other,fail
46,blue-collar,married,primary,no,-160,no,yes,-1,0,unknown,fail
44,services,divorced,secondary,no,240,yes,no,-1,0,unknown,fail
32,technician,single,secondary,no,43,no,no,-1,0,unknown,fail
34,services,divorced,secondary,no,89,yes,no,-1,0,unknown,success
44,blue-collar,married,primary,no,67,yes,no,-1,0,unknown,fail
30,blue-collar,single,secondary,no,229,no,no,-1,0,unknown,fail
45,blue-collar,married,primary,no,804,yes,no,-1,0,unknown,success
32,technician,single,secondary,no,554,no,no,-1,0,unknown,fail
71,retired,married,tertiary,no,653,no,no,189,1,success,success
37,services,married,secondary,no,4151,yes,yes,-1,0,unknown,success
36,unemployed,single,unknown,no,4481,no,no,-1,0,unknown,fail
31,blue-collar,married,primary,no,295,yes,no,-1,0,unknown,fail
43,management,single,tertiary,no,1806,yes,no,-1,0,unknown,fail
49,technician,married,secondary,no,2718,no,no,-1,0,unknown,fail
36,services,married,secondary,no,3972,yes,yes,-1,0,unknown,fail
31,blue-collar,single,tertiary,no,462,yes,yes,-1,0,unknown,fail
75,retired,married,secondary,no,324,no,no,91,4,other,fail
34,blue-collar,single,secondary,no,1239,yes,no,-1,0,unknown,fail
31,unemployed,divorced,primary,no,0,yes,no,-1,0,unknown,success
47,self-employed,married,secondary,no,1121,no,no,-1,0,unknown,fail
50,admin.,single,secondary,no,5816,yes,no,-1,0,unknown,fail
28,housemaid,single,secondary,no,781,yes,no,-1,0,unknown,fail
36,services,married,secondary,no,257,yes,no,-1,0,unknown,fail
40,technician,married,tertiary,no,602,yes,no,360,7,failure,fail
30,services,single,secondary,no,188,no,no,-1,0,unknown,fail
47,blue-collar,married,primary,no,94,yes,no,-1,0,unknown,fail
34,admin.,married,secondary,no,61,no,yes,-1,0,unknown,fail
39,blue-collar,single,secondary,no,175,no,no,365,2,other,fail
39,technician,divorced,secondary,no,130,yes,no,-1,0,unknown,fail
27,unknown,single,tertiary,no,6421,no,no,110,4,failure,fail
38,technician,married,secondary,no,32,yes,no,-1,0,unknown,fail
32,technician,single,secondary,no,26,no,yes,-1,0,unknown,fail
37,blue-collar,married,secondary,no,427,yes,yes,-1,0,unknown,fail
28,admin.,single,secondary,no,119,no,no,-1,0,unknown,fail
42,blue-collar,single,primary,no,1628,yes,no,-1,0,unknown,success
36,admin.,single,tertiary,no,994,no,no,176,5,failure,success
40,technician,married,secondary,no,169,yes,no,-1,0,unknown,fail
28,admin.,single,primary,no,25,yes,no,-1,0,unknown,fail
33,services,divorced,unknown,no,392,yes,no,-1,0,unknown,fail
42,unemployed,divorced,secondary,no,325,yes,no,-1,0,unknown,fail
44,unemployed,married,secondary,no,-407,yes,no,-1,0,unknown,fail
35,management,married,tertiary,no,193,yes,no,-1,0,unknown,fail
52,retired,married,secondary,no,0,no,no,-1,0,unknown,fail
46,admin.,divorced,secondary,no,98,yes,yes,-1,0,unknown,fail
56,technician,divorced,secondary,no,689,yes,no,103,4,failure,fail
32,management,single,tertiary,no,1756,yes,no,-1,0,unknown,fail
40,admin.,single,secondary,no,1200,yes,no,-1,0,unknown,fail
38,admin.,single,secondary,no,137,yes,yes,-1,0,unknown,fail
52,blue-collar,married,primary,no,0,no,no,-1,0,unknown,fail
54,blue-collar,married,primary,no,0,yes,no,341,2,failure,fail
31,housemaid,single,tertiary,no,399,yes,no,-1,0,unknown,fail
31,management,single,tertiary,no,596,no,no,196,2,failure,fail
70,retired,divorced,primary,no,828,no,no,-1,0,unknown,fail
47,housemaid,married,primary,no,183,no,no,-1,0,,fail
52,technician,married,unknown,no,9687,yes,no,-1,0,unknown,fail
50,housemaid,single,secondary,no,799,no,no,-1,0,unknown,fail
32,blue-collar,married,primary,no,233,yes,no,-1,0,unknown,fail
27,admin.,married,secondary,no,3160,yes,no,343,1,failure,fail
33,management,married,tertiary,no,741,no,no,260,1,failure,fail
39,management,single,tertiary,no,1340,yes,no,-1,0,unknown,fail
50,services,single,secondary,no,321,no,no,-1,0,unknown,fail
47,services,married,secondary,no,1111,no,no,-1,0,,fail
43,services,single,secondary,no,0,yes,no,-1,0,unknown,fail
31,technician,single,secondary,no,391,no,no,-1,0,unknown,fail
33,management,single,tertiary,no,4176,no,no,-1,0,unknown,success
26,blue-collar,single,secondary,no,1006,yes,no,-1,0,unknown,success
36,blue-collar,married,primary,no,1707,no,no,-1,0,unknown,fail
47,admin.,single,secondary,no,3696,no,no,181,4,success,success
38,blue-collar,married,primary,no,195,yes,no,-1,0,unknown,fail
39,management,married,tertiary,no,177,yes,yes,-1,0,unknown,fail
37,unknown,married,unknown,no,1699,no,no,-1,0,unknown,fail
41,technician,single,secondary,no,2300,no,no,-1,0,unknown,fail
53,unknown,married,unknown,no,0,no,no,-1,0,unknown,fail
37,management,single,tertiary,no,10269,yes,no,-1,0,unknown,fail
44,blue-collar,,primary,no,711,no,no,-1,0,unknown,fail
54,technician,married,secondary,no,827,no,yes,-1,0,unknown,fail
36,management,married,tertiary,no,0,no,no,-1,0,,fail
43,services,divorced,secondary,no,372,yes,yes,274,2,failure,fail
48,services,single,primary,no,204,yes,no,-1,0,unknown,fail
54,entrepreneur,married,secondary,no,0,no,yes,-1,0,unknown,fail
32,technician,single,tertiary,no,550,no,no,-1,0,unknown,success
49,admin.,married,secondary,no,1697,yes,no,-1,0,unknown,fail
50,retired,married,primary,no,29,no,no,-1,0,unknown,fail
37,management,married,tertiary,no,727,no,no,-1,0,unknown,fail
23,admin.,married,secondary,,836,yes,no,-1,0,unknown,fail
34,self-employed,married,primary,no,252,yes,yes,-1,0,unknown,fail
28,blue-collar,married,secondary,no,64,yes,no,-1,0,unknown,fail
30,blue-collar,single,primary,no,4009,yes,no,-1,0,unknown,fail
46,admin.,divorced,secondary,no,289,no,yes,-1,0,unknown,fail
35,blue-collar,single,secondary,no,219,yes,yes,-1,0,unknown,fail
31,services,divorced,secondary,no,81,yes,no,-1,0,unknown,fail
30,blue-collar,married,secondary,no,658,yes,no,267,1,failure,fail
30,technician,single,secondary,no,513,yes,no,-1,0,unknown,fail
38,technician,single,secondary,no,42,yes,no,-1,0,unknown,fail
48,services,single,primary,no,848,yes,no,-1,0,unknown,fail
59,retired,married,tertiary,no,148,yes,yes,366,1,other,success
52,admin.,married,secondary,no,979,yes,no,336,1,other,fail
31,technician,married,tertiary,no,5119,no,no,-1,0,unknown,fail
23,admin.,single,secondary,,0,yes,no,-1,0,unknown,fail
28,technician,single,unknown,no,0,yes,no,267,1,failure,success
40,management,married,secondary,no,643,yes,no,256,1,failure,fail
31,unemployed,single,tertiary,no,381,yes,no,-1,0,unknown,fail
42,entrepreneur,married,tertiary,no,1654,no,no,-1,0,unknown,fail
52,management,divorced,tertiary,no,482,yes,no,365,1,failure,fail
55,management,single,tertiary,no,1498,no,no,-1,0,unknown,fail
36,blue-collar,single,primary,no,736,yes,no,304,2,failure,fail
33,blue-collar,divorced,secondary,no,880,yes,yes,239,1,failure,fail
34,technician,single,tertiary,no,9851,yes,no,-1,0,unknown,fail
57,management,divorced,secondary,no,3625,yes,no,-1,0,unknown,fail
29,technician,married,secondary,no,767,yes,no,-1,0,unknown,fail
42,blue-collar,married,secondary,no,-269,yes,no,-1,0,unknown,fail
58,self-employed,divorced,tertiary,no,3,yes,yes,-1,0,unknown,fail
32,services,single,secondary,no,85,yes,no,-1,0,unknown,fail
42,self-employed,married,tertiary,no,-426,yes,no,,0,unknown,fail
48,technician,married,secondary,no,759,yes,no,-1,0,unknown,fail
42,self-employed,married,tertiary,no,1430,yes,yes,-1,0,unknown,fail
46,management,single,secondary,no,244,yes,no,-1,0,unknown,fail
73,management,married,secondary,no,683,no,no,-1,0,unknown,fail
59,self-employed,married,primary,no,745,no,no,-1,0,unknown,fail
31,management,married,tertiary,no,301,yes,no,-1,0,unknown,fail
27,services,single,secondary,no,5850,yes,no,-1,0,unknown,fail
34,blue-collar,married,secondary,no,840,yes,no,-1,0,unknown,fail
60,retired,married,tertiary,no,2196,no,no,-1,0,unknown,fail
31,blue-collar,single,secondary,no,-161,no,no,-1,0,unknown,fail
26,self-employed,single,tertiary,no,25,no,no,-1,0,unknown,fail
32,blue-collar,married,secondary,no,43,yes,no,-1,0,unknown,fail
45,blue-collar,married,secondary,no,82,yes,no,-1,0,unknown,fail
45,technician,divorced,secondary,no,146,no,no,-1,0,unknown,fail
58,retired,married,secondary,no,13189,no,yes,-1,0,unknown,fail
49,technician,married,secondary,no,307,no,no,-1,0,unknown,success
32,services,married,secondary,no,2796,yes,no,-1,0,unknown,fail
34,management,married,secondary,no,2311,yes,no,-1,0,unknown,fail
57,management,married,tertiary,no,2142,yes,no,-1,0,unknown,fail
70,blue-collar,married,primary,no,3075,no,no,-1,0,unknown,fail
34,technician,single,tertiary,no,2481,no,no,192,14,other,fail
40,blue-collar,married,secondary,no,-313,yes,no,-1,0,unknown,fail
42,technician,married,unknown,no,254,yes,no,336,1,failure,fail
39,management,married,tertiary,yes,47,no,no,-1,0,unknown,fail
30,technician,single,tertiary,no,880,yes,yes,-1,0,unknown,success
55,entrepreneur,married,primary,no,-24,yes,no,-1,0,unknown,fail
49,management,divorced,tertiary,no,696,yes,no,-1,0,unknown,fail
28,self-employed,married,tertiary,no,0,yes,no,-1,0,unknown,fail
35,management,married,tertiary,no,2583,no,no,-1,0,unknown,fail
29,admin.,single,secondary,no,468,yes,yes,-1,0,unknown,fail
28,services,single,secondary,no,168,no,no,140,2,success,success
22,blue-collar,single,secondary,no,-189,yes,no,-1,0,unknown,fail
26,services,married,secondary,no,44,yes,yes,237,20,other,fail
57,blue-collar,married,primary,no,249,yes,no,-1,0,unknown,fail
35,entrepreneur,married,tertiary,no,129,yes,no,151,5,other,fail
42,blue-collar,married,primary,no,258,yes,no,366,1,failure,fail
52,blue-collar,divorced,primary,no,196,yes,no,-1,0,unknown,fail
43,technician,married,secondary,no,481,no,no,-1,0,unknown,fail
41,admin.,married,secondary,no,-111,yes,no,-1,0,unknown,fail
57,retired,married,primary,no,341,yes,no,-1,0,unknown,fail
48,services,divorced,unknown,no,973,no,no,134,2,success,success
32,management,single,tertiary,no,509,no,yes,-1,0,unknown,fail
47,blue-collar,married,secondary,no,4403,yes,yes,-1,0,unknown,fail
35,services,married,secondary,yes,-182,yes,no,-1,0,unknown,fail
52,admin.,married,secondary,no,473,yes,no,-1,0,unknown,fail
32,technician,single,tertiary,no,1527,yes,no,144,2,failure,fail
57,services,married,secondary,no,197,no,no,-1,0,unknown,fail
33,management,single,tertiary,no,-149,yes,no,-1,0,unknown,fail
59,retired,divorced,primary,no,2516,no,no,-1,0,unknown,fail
44,management,married,primary,no,558,no,no,-1,0,unknown,success
34,admin.,married,secondary,no,0,yes,no,-1,0,unknown,fail
71,retired,married,secondary,no,1696,no,no,-1,0,unknown,success
31,blue-collar,married,secondary,no,2591,yes,no,-1,0,unknown,fail
46,technician,married,secondary,no,0,no,no,104,3,success,fail
41,blue-collar,married,secondary,no,0,no,no,-1,0,unknown,fail
33,blue-collar,married,primary,no,41,yes,no,-1,0,unknown,fail
38,self-employed,single,secondary,no,1146,yes,no,-1,0,unknown,fail
35,blue-collar,married,primary,no,1176,yes,no,-1,0,unknown,fail
45,blue-collar,married,primary,no,2958,yes,no,317,2,failure,fail
26,student,single,tertiary,yes,47,no,yes,-1,0,unknown,fail
30,blue-collar,married,secondary,no,450,no,no,-1,0,unknown,fail
40,admin.,married,secondary,no,7711,yes,no,135,1,failure,fail
47,technician,divorced,secondary,no,1013,no,no,-1,0,unknown,fail
31,blue-collar,married,secondary,no,0,yes,no,-1,0,unknown,fail
35,self-employed,single,tertiary,no,71,no,no,-1,0,unknown,success
29,admin.,single,secondary,no,873,no,no,-1,0,unknown,fail
26,blue-collar,single,secondary,no,82,yes,no,-1,0,unknown,success
27,blue-collar,single,secondary,no,-247,no,yes,-1,0,unknown,fail
34,technician,married,secondary,no,-346,no,no,-1,0,unknown,fail
59,retired,married,primary,no,1427,no,no,-1,0,unknown,fail
55,blue-collar,single,secondary,no,82,no,yes,-1,0,unknown,fail
41,technician,divorced,tertiary,no,24055,no,yes,-1,0,unknown,fail
53,technician,married,unknown,no,6921,yes,no,188,2,other,fail
37,blue-collar,single,secondary,no,5742,yes,yes,-1,0,unknown,fail
28,management,single,tertiary,no,1996,yes,yes,-1,0,unknown,fail
26,student,,secondary,no,620,no,no,-1,0,unknown,success
31,admin.,single,secondary,no,0,yes,no,-1,0,unknown,fail
57,services,divorced,secondary,no,4664,no,no,114,1,failure,fail
45,blue-collar,married,primary,yes,153,no,yes,-1,0,unknown,fail
32,housemaid,divorced,secondary,no,0,yes,no,-1,0,unknown,fail
45,admin.,single,tertiary,no,1683,yes,no,-1,0,unknown,fail
30,management,single,tertiary,no,414,no,no,-1,0,unknown,fail
36,entrepreneur,married,tertiary,no,1722,yes,no,-1,0,unknown,fail
54,admin.,married,secondary,no,614,yes,no,343,2,failure,fail
26,blue-collar,married,secondary,no,986,yes,no,-1,0,unknown,fail
44,blue-collar,divorced,primary,no,75,yes,no,281,1,failure,fail
39,entrepreneur,married,tertiary,no,1654,no,no,-1,0,unknown,fail
35,management,single,tertiary,no,474,yes,yes,-1,0,unknown,fail
34,admin.,divorced,secondary,no,0,yes,no,-1,0,unknown,fail
59,housemaid,single,unknown,no,4639,no,no,-1,0,unknown,fail
42,services,married,secondary,no,2145,no,no,-1,0,unknown,fail
27,management,single,tertiary,no,1720,no,no,224,3,success,success
54,admin.,married,secondary,no,1279,,yes,-1,0,unknown,fail
27,technician,single,secondary,no,1511,yes,no,-1,0,unknown,fail
55,blue-collar,married,secondary,no,660,no,no,-1,0,unknown,fail
30,blue-collar,married,secondary,no,278,yes,yes,-1,0,unknown,success
45,blue-collar,married,secondary,no,3412,yes,no,-1,0,unknown,fail
24,student,single,secondary,no,125,,no,-1,0,unknown,fail
43,blue-collar,divorced,secondary,no,47,yes,yes,370,1,failure,fail
45,blue-collar,divorced,primary,no,844,no,no,-1,0,unknown,success
22,services,single,secondary,no,344,yes,no,-1,0,unknown,success
37,technician,married,secondary,no,344,yes,yes,-1,0,unknown,fail
48,technician,married,secondary,no,14148,yes,no,-1,0,unknown,fail
29,unemployed,single,secondary,no,1055,no,no,603,1,failure,success
35,services,single,secondary,no,11,yes,no,-1,0,unknown,fail
30,unemployed,married,tertiary,no,0,yes,no,-1,0,unknown,fail
38,blue-collar,married,primary,no,0,yes,no,-1,0,unknown,fail
29,technician,married,secondary,no,655,yes,no,270,2,failure,fail
27,services,married,primary,no,91,yes,no,-1,0,unknown,fail
39,management,married,tertiary,no,53,,no,-1,0,unknown,fail
36,services,single,secondary,no,165,yes,no,-1,0,unknown,fail
44,management,married,tertiary,yes,53,yes,no,-1,0,unknown,fail
32,management,married,tertiary,no,500,no,no,-1,0,unknown,fail
42,unknown,single,unknown,no,942,no,no,92,2,success,success
43,unknown,married,primary,no,644,no,no,-1,0,,fail
31,admin.,married,secondary,no,1246,yes,no,-1,0,unknown,fail
32,admin.,married,secondary,no,3473,no,no,-1,0,unknown,fail
32,management,single,secondary,no,6,yes,no,-1,0,unknown,fail
33,technician,single,secondary,no,291,no,no,-1,0,unknown,fail
32,blue-collar,married,primary,no,80,yes,no,-1,0,unknown,fail
54,technician,married,secondary,no,415,yes,no,-1,0,unknown,fail
41,technician,married,tertiary,no,-378,yes,yes,,0,unknown,fail
45,housemaid,divorced,primary,no,413,yes,no,-1,0,unknown,fail
38,technician,single,secondary,no,311,yes,no,-1,0,unknown,fail
35,management,divorced,tertiary,no,146,no,no,106,2,success,fail
40,admin.,married,primary,no,189,yes,no,-1,0,unknown,fail
41,blue-collar,married,secondary,no,1236,yes,no,-1,0,unknown,success
41,technician,married,secondary,no,902,no,no,-1,0,unknown,fail
31,blue-collar,single,secondary,no,1124,yes,no,-1,0,unknown,fail
26,student,single,secondary,no,611,no,no,69,3,failure,fail
31,blue-collar,single,secondary,yes,-9,yes,yes,-1,0,unknown,fail
59,unknown,married,secondary,no,402,no,no,-1,0,unknown,fail
35,blue-collar,married,primary,no,2732,yes,no,-1,0,unknown,fail
49,admin.,married,tertiary,no,8413,no,no,-1,0,unknown,fail
29,management,single,tertiary,no,144,yes,no,-1,0,unknown,fail
28,services,married,secondary,no,2114,no,yes,-1,0,unknown,fail
45,management,single,tertiary,no,16,no,no,-1,0,unknown,fail
44,technician,single,secondary,no,244,yes,no,-1,0,unknown,success
29,unemployed,single,primary,no,115,no,no,-1,0,unknown,fail
48,services,divorced,secondary,no,858,yes,no,-1,0,unknown,fail
37,management,married,tertiary,no,99,no,no,-1,0,unknown,fail
24,admin.,single,secondary,no,99,no,no,89,3,failure,fail
57,technician,married,secondary,no,225,yes,no,337,12,failure,fail
35,services,married,secondary,no,537,no,yes,-1,0,unknown,fail
41,blue-collar,single,primary,no,74,no,no,-1,0,unknown,fail
44,admin.,married,secondary,no,72,yes,yes,-1,0,unknown,fail
49,entrepreneur,married,secondary,no,2655,no,no,-1,0,unknown,fail
40,management,married,tertiary,no,226,yes,no,-1,0,unknown,fail
44,self-employed,married,unknown,no,163,yes,no,100,3,success,fail
57,unknown,married,unknown,no,106,no,no,-1,0,unknown,fail
31,blue-collar,married,primary,no,856,yes,no,-1,0,unknown,fail
38,blue-collar,single,secondary,no,0,yes,no,-1,0,unknown,fail
50,services,married,secondary,no,992,yes,no,-1,0,unknown,fail
23,blue-collar,single,secondary,no,668,yes,no,-1,0,unknown,fail
39,technician,married,secondary,no,994,no,no,241,1,failure,fail
40,services,single,secondary,no,856,yes,no,-1,0,unknown,fail
31,management,divorced,tertiary,no,0,yes,no,-1,0,unknown,fail
37,management,single,tertiary,no,2265,yes,no,-1,0,unknown,fail
44,blue-collar,married,primary,no,924,yes,no,-1,0,unknown,fail
,blue-collar,married,primary,no,401,yes,no,-1,0,unknown,fail
47,blue-collar,married,primary,no,159,yes,no,-1,0,unknown,fail
28,admin.,single,secondary,no,659,no,no,-1,0,unknown,fail
58,blue-collar,married,secondary,no,3148,no,yes,-1,0,unknown,fail
34,management,single,tertiary,no,8038,yes,no,152,1,failure,fail
32,management,single,tertiary,no,0,no,no,-1,0,unknown,fail
41,management,single,tertiary,no,1982,no,no,-1,0,unknown,success
49,management,married,tertiary,no,0,no,no,-1,0,unknown,fail
28,admin.,single,unknown,no,24,yes,no,-1,0,unknown,success
39,management,single,tertiary,no,30,yes,no,-1,0,unknown,fail
35,admin.,married,primary,no,1994,no,no,-1,0,unknown,fail
40,management,divorced,tertiary,no,3355,no,no,-1,0,unknown,fail
31,services,married,secondary,no,418,yes,yes,-1,0,unknown,fail
37,blue-collar,married,secondary,no,298,yes,no,-1,0,unknown,fail
41,admin.,divorced,secondary,no,256,no,no,-1,0,unknown,fail
52,entrepreneur,married,tertiary,no,0,no,no,-1,0,unknown,fail
30,management,single,tertiary,no,102,yes,no,-1,0,unknown,success
30,admin.,single,secondary,no,1374,yes,no,-1,0,unknown,fail
33,management,single,tertiary,no,2302,yes,no,-1,0,unknown,fail
23,student,single,secondary,no,287,no,no,180,1,other,fail
37,management,married,tertiary,no,-9,no,no,-1,0,unknown,fail
,blue-collar,married,secondary,yes,-651,yes,yes,-1,0,unknown,fail
30,blue-collar,married,secondary,no,2850,no,no,-1,0,unknown,fail
31,technician,married,secondary,no,180,no,no,-1,0,unknown,success
26,blue-collar,divorced,secondary,no,241,yes,no,-1,0,unknown,fail
25,blue-collar,single,secondary,no,377,no,no,-1,0,unknown,fail
35,admin.,married,primary,no,-229,yes,no,-1,0,unknown,fail
44,services,divorced,secondary,no,-574,,no,-1,0,unknown,fail
31,entrepreneur,single,tertiary,no,1340,yes,no,-1,0,unknown,fail
34,management,married,unknown,yes,-353,yes,no,-1,0,unknown,fail
60,blue-collar,married,primary,no,228,yes,no,-1,0,unknown,fail
30,services,married,secondary,no,1801,yes,no,-1,0,unknown,fail
41,blue-collar,married,secondary,no,16,no,no,-1,0,unknown,fail
49,housemaid,married,secondary,no,500,no,yes,-1,0,unknown,fail
33,blue-collar,single,primary,no,0,no,no,-1,0,unknown,fail
52,admin.,married,secondary,no,395,yes,no,-1,0,unknown,fail
35,blue-collar,single,primary,no,293,yes,no,-1,0,unknown,fail
42,admin.,divorced,secondary,no,256,no,no,323,1,failure,fail
34,admin.,married,secondary,no,641,yes,yes,-1,0,unknown,fail
27,admin.,single,secondary,no,685,yes,no,-1,0,unknown,fail
36,management,married,tertiary,no,222,yes,no,169,2,failure,fail
53,services,married,secondary,no,24,yes,no,-1,0,unknown,fail
43,blue-collar,married,secondary,no,130,yes,no,256,1,failure,fail
32,admin.,married,tertiary,no,0,yes,yes,-1,0,unknown,fail
46,technician,married,secondary,no,0,no,no,-1,0,unknown,fail
45,services,married,secondary,no,1381,yes,no,-1,0,unknown,fail
35,blue-collar,divorced,secondary,no,0,yes,no,-1,0,unknown,success
55,management,married,tertiary,no,39098,no,no,-1,0,unknown,fail
34,technician,married,tertiary,no,5547,yes,no,-1,0,unknown,fail
55,management,married,primary,no,229,no,yes,-1,0,unknown,fail
53,admin.,married,secondary,no,1815,no,no,-1,0,unknown,fail
55,blue-collar,married,unknown,no,-361,yes,no,350,1,failure,fail
33,blue-collar,married,secondary,no,7,yes,no,-1,0,unknown,fail
19,student,single,secondary,no,329,no,no,-1,0,unknown,success
36,technician,single,secondary,no,376,no,no,92,1,success,success
37,admin.,married,secondary,no,14,yes,no,-1,0,unknown,fail
36,management,single,tertiary,no,1246,no,no,-1,0,unknown,fail
29,student,single,secondary,no,510,yes,no,-1,0,unknown,fail
34,management,married,tertiary,no,180,no,no,-1,0,unknown,fail
